crawled;location;location_first;location_last;ownership;price;real_estate;size
20181230_115439;Schäftlarn, München (Kreis);Schäftlarn;München (Kreis);Kauf;1700000;Grundstueck;1070
20181230_115439;Gräfelfing, München (Kreis);Gräfelfing;München (Kreis);Kauf;5600000;Grundstueck;2226
20181230_115439;Feldkirchen, München (Kreis);Feldkirchen;München (Kreis);Kauf;;Grundstueck;537,5
20181230_115439;Zunftstraße 3, Haar, München (Kreis);Zunftstraße 3;München (Kreis);Kauf;950000;Grundstueck;464
20181230_115439;Aying, München (Kreis);Aying;München (Kreis);Kauf;1600000;Grundstueck;1645
20181230_115439;Pullach im Isartal, München (Kreis);Pullach im Isartal;München (Kreis);Kauf;2980000;Grundstueck;1059
20181230_115439;Gräfelfing, München (Kreis);Gräfelfing;München (Kreis);Kauf;2325000;Grundstueck;1250
20181230_115439;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;1450000;Grundstueck;750
20181230_115439;Neuried, München (Kreis);Neuried;München (Kreis);Kauf;1240000;Grundstueck;514
20181230_115439;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;300000;Grundstueck;4857
20181230_115439;Neubiberg, München (Kreis);Neubiberg;München (Kreis);Kauf;1050000;Grundstueck;608
20181230_115439;Hohenbrunn, München (Kreis);Hohenbrunn;München (Kreis);Kauf;935000;Grundstueck;550
20181230_115439;Putzbrunn, München (Kreis);Putzbrunn;München (Kreis);Kauf;810000;Grundstueck;524
20181230_115439;Grasbrunn, München (Kreis);Grasbrunn;München (Kreis);Kauf;1700000;Grundstueck;1335
20181230_115439;Ismaning, München (Kreis);Ismaning;München (Kreis);Kauf;;Grundstueck;925
20181230_115439;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;6500000;Grundstueck;2500
20181230_115439;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;1725000;Grundstueck;750
20181230_115439;Altkirchener Str. 43a, Sauerlach, München (Kreis);Altkirchener Str. 43a;München (Kreis);Kauf;998000;Grundstueck;819
20181230_115439;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;13500000;Grundstueck;4010
20181230_115439;Hohenbrunn, München (Kreis);Hohenbrunn;München (Kreis);Kauf;1190000;Grundstueck;794
20181230_115439;Grasbrunn, München (Kreis);Grasbrunn;München (Kreis);Kauf;1550000;Grundstueck;867
20181230_115439;Ismaning, München (Kreis);Ismaning;München (Kreis);Kauf;15800000;Grundstueck;3441
20181230_115439;Oberhaching, München (Kreis);Oberhaching;München (Kreis);Kauf;1998000;Grundstueck;1377
20181230_115439;Pullach im Isartal, München (Kreis);Pullach im Isartal;München (Kreis);Kauf;2450000;Grundstueck;900
20181230_115439;Grasbrunn, München (Kreis);Grasbrunn;München (Kreis);Kauf;1255555;Grundstueck;755
20181230_115439;Hohenbrunn, München (Kreis);Hohenbrunn;München (Kreis);Kauf;1190000;Grundstueck;435
20181230_115439;Unterschleißheim, München (Kreis);Unterschleißheim;München (Kreis);Kauf;2400000;Grundstueck;1200
20181230_115439;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;4975000;Grundstueck;3208
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;996000;Haus;149,1
20181230_120802;Althegnenberg, Fürstenfeldbruck (Kreis);Althegnenberg;Fürstenfeldbruck (Kreis);Kauf;848000;Haus;273
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;1192416;Haus;372
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;1290000;Haus;179
20181230_120802;Wiesenstraße 21, Eichenau, Fürstenfeldbruck (Kreis);Wiesenstraße 21;Fürstenfeldbruck (Kreis);Kauf;945000;Haus;95,5
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;1023000;Haus;149,7
20181230_120802;Puchheim, Fürstenfeldbruck (Kreis);Puchheim;Fürstenfeldbruck (Kreis);Kauf;620000;Haus;92,19
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;699000;Haus;150
20181230_120802;Maisach, Fürstenfeldbruck (Kreis);Maisach;Fürstenfeldbruck (Kreis);Kauf;1299000;Haus;250
20181230_120802;Keltenweg 5, Olching, Fürstenfeldbruck (Kreis);Keltenweg 5;Fürstenfeldbruck (Kreis);Kauf;899500;Haus;122,00
20181230_120802;Möslstraße 11, Olching, Fürstenfeldbruck (Kreis);Möslstraße 11;Fürstenfeldbruck (Kreis);Kauf;888600;Haus;120,00
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;999000;Haus;342
20181230_120802;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Fürstenfeldbruck;Fürstenfeldbruck (Kreis);Kauf;1298000;Haus;177
20181230_120802;Egenhofen, Fürstenfeldbruck (Kreis);Egenhofen;Fürstenfeldbruck (Kreis);Kauf;752800;Haus;554
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;1779000;Haus;241
20181230_120802;Edelweißstr. 167, Puchheim, Fürstenfeldbruck (Kreis);Edelweißstr. 167;Fürstenfeldbruck (Kreis);Kauf;765000;Haus;135
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;1389000;Haus;187
20181230_120802;Bürgermeister-Müller-Strasse 24, Puchheim, Fürstenfeldbruck (Kreis);Bürgermeister-Müller-Strasse 24;Fürstenfeldbruck (Kreis);Kauf;1199000;Haus;160
20181230_120802;Grafrath, Fürstenfeldbruck (Kreis);Grafrath;Fürstenfeldbruck (Kreis);Kauf;774500;Haus;140
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;1100000;Haus;162
20181230_120802;Moorenweis, Fürstenfeldbruck (Kreis);Moorenweis;Fürstenfeldbruck (Kreis);Kauf;643000;Haus;384
20181230_120802;Siedlerstr. 21, Olching, Fürstenfeldbruck (Kreis);Siedlerstr. 21;Fürstenfeldbruck (Kreis);Kauf;870000;Haus;100
20181230_120802;Mammendorf, Fürstenfeldbruck (Kreis);Mammendorf;Fürstenfeldbruck (Kreis);Kauf;1450000;Haus;367
20181230_120802;Emmering, Fürstenfeldbruck (Kreis);Emmering;Fürstenfeldbruck (Kreis);Kauf;759000;Haus;132,02
20181230_120802;Puchheim, Fürstenfeldbruck (Kreis);Puchheim;Fürstenfeldbruck (Kreis);Kauf;710000;Haus;108
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;1275000;Haus;529
20181230_120802;Wegacker 3, Maisach, Fürstenfeldbruck (Kreis);Wegacker 3;Fürstenfeldbruck (Kreis);Kauf;975000;Haus;157
20181230_120802;Eichenau, Fürstenfeldbruck (Kreis);Eichenau;Fürstenfeldbruck (Kreis);Kauf;987630;Haus;512
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;996000;Haus;149,10
20181230_120802;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Fürstenfeldbruck;Fürstenfeldbruck (Kreis);Kauf;749000;Haus;108,7
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;944000;Haus;162
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;750000;Haus;143
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;510000;Haus;85,3
20181230_120802;Lohengrinstraße 21, Germering, Fürstenfeldbruck (Kreis);Lohengrinstraße 21;Fürstenfeldbruck (Kreis);Kauf;765000;Haus;151
20181230_120802;Pucher Str. 32, Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Pucher Str. 32;Fürstenfeldbruck (Kreis);Kauf;1980000;Haus;367
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;980000;Haus;220,56
20181230_120802;Mammendorf, Fürstenfeldbruck (Kreis);Mammendorf;Fürstenfeldbruck (Kreis);Kauf;698000;Haus;133
20181230_120802;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Fürstenfeldbruck;Fürstenfeldbruck (Kreis);Kauf;849900;Haus;168,8
20181230_120802;Althegnenberg, Fürstenfeldbruck (Kreis);Althegnenberg;Fürstenfeldbruck (Kreis);Kauf;475000;Haus;107
20181230_120802;Türkenfeld, Fürstenfeldbruck (Kreis);Türkenfeld;Fürstenfeldbruck (Kreis);Kauf;695000;Haus;105
20181230_120802;Puchheim, Fürstenfeldbruck (Kreis);Puchheim;Fürstenfeldbruck (Kreis);Kauf;784000;Haus;98,32
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;715000;Haus;120
20181230_120802;Lärchenstraße 14, Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Lärchenstraße 14;Fürstenfeldbruck (Kreis);Kauf;725000;Haus;118,91
20181230_120802;Eichenau, Fürstenfeldbruck (Kreis);Eichenau;Fürstenfeldbruck (Kreis);Kauf;1029000;Haus;125
20181230_120802;Moorenweis, Fürstenfeldbruck (Kreis);Moorenweis;Fürstenfeldbruck (Kreis);Kauf;553000;Haus;173
20181230_120802;Moorenweis, Fürstenfeldbruck (Kreis);Moorenweis;Fürstenfeldbruck (Kreis);Kauf;480000;Haus;125
20181230_120802;Emmering, Fürstenfeldbruck (Kreis);Emmering;Fürstenfeldbruck (Kreis);Kauf;645000;Haus;128
20181230_120802;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Fürstenfeldbruck;Fürstenfeldbruck (Kreis);Kauf;890000;Haus;162
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;1399000;Haus;218
20181230_120802;Lerchenstr. 1, Moorenweis, Fürstenfeldbruck (Kreis);Lerchenstr. 1;Fürstenfeldbruck (Kreis);Kauf;698000;Haus;275
20181230_120802;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Fürstenfeldbruck;Fürstenfeldbruck (Kreis);Kauf;920000;Haus;129
20181230_120802;Eichenau, Fürstenfeldbruck (Kreis);Eichenau;Fürstenfeldbruck (Kreis);Kauf;540000;Haus;89,06
20181230_120802;Kreuzstraße XXX, Olching, Fürstenfeldbruck (Kreis);Kreuzstraße XXX;Fürstenfeldbruck (Kreis);Kauf;582000;Haus;120
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;850000;Haus;191
20181230_120802;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Fürstenfeldbruck;Fürstenfeldbruck (Kreis);Kauf;1850000;Haus;200
20181230_120802;Birkenweg 25, Germering, Fürstenfeldbruck (Kreis);Birkenweg 25;Fürstenfeldbruck (Kreis);Kauf;1595000;Haus;221,56
20181230_120802;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Fürstenfeldbruck;Fürstenfeldbruck (Kreis);Kauf;748000;Haus;122
20181230_120802;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Fürstenfeldbruck;Fürstenfeldbruck (Kreis);Kauf;1125000;Haus;300
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;1125000;Haus;191,55
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;1545000;Haus;221,56
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;999000;Haus;180
20181230_120802;Eichendorffweg 3, Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Eichendorffweg 3;Fürstenfeldbruck (Kreis);Kauf;740000;Haus;132
20181230_120802;Schöngeising, Fürstenfeldbruck (Kreis);Schöngeising;Fürstenfeldbruck (Kreis);Kauf;830000;Haus;180
20181230_120802;Puchheim, Fürstenfeldbruck (Kreis);Puchheim;Fürstenfeldbruck (Kreis);Kauf;830000;Haus;135
20181230_120802;Am Pöglschlag 3, Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Am Pöglschlag 3;Fürstenfeldbruck (Kreis);Kauf;895000;Haus;203
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;760000;Haus;143
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;890000;Haus;156,17
20181230_120802;Emmering, Fürstenfeldbruck (Kreis);Emmering;Fürstenfeldbruck (Kreis);Kauf;990000;Haus;156
20181230_120802;Eichenau, Fürstenfeldbruck (Kreis);Eichenau;Fürstenfeldbruck (Kreis);Kauf;1280000;Haus;170
20181230_120802;Puchheim, Fürstenfeldbruck (Kreis);Puchheim;Fürstenfeldbruck (Kreis);Kauf;698000;Haus;103
20181230_120802;Egenhofen, Fürstenfeldbruck (Kreis);Egenhofen;Fürstenfeldbruck (Kreis);Kauf;585000;Haus;84,2
20181230_120802;Puchheim, Fürstenfeldbruck (Kreis);Puchheim;Fürstenfeldbruck (Kreis);Kauf;917000;Haus;137,63
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;750000;Haus;148
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;1172362;Haus;500
20181230_120802;Emmering, Fürstenfeldbruck (Kreis);Emmering;Fürstenfeldbruck (Kreis);Kauf;731000;Haus;137
20181230_120802;Puchheim, Fürstenfeldbruck (Kreis);Puchheim;Fürstenfeldbruck (Kreis);Kauf;500000;Haus;122,41
20181230_120802;Eichenau, Fürstenfeldbruck (Kreis);Eichenau;Fürstenfeldbruck (Kreis);Kauf;760000;Haus;300
20181230_120802;Egenhofen, Fürstenfeldbruck (Kreis);Egenhofen;Fürstenfeldbruck (Kreis);Kauf;724520;Haus;554
20181230_120802;Krokusstraße 25, Maisach, Fürstenfeldbruck (Kreis);Krokusstraße 25;Fürstenfeldbruck (Kreis);Kauf;580000;Haus;150
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;795000;Haus;140
20181230_120802;Lärchenstraße 14, Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Lärchenstraße 14;Fürstenfeldbruck (Kreis);Kauf;729000;Haus;119,26
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;1120000;Haus;181,4
20181230_120802;Möslstraße 11, Olching, Fürstenfeldbruck (Kreis);Möslstraße 11;Fürstenfeldbruck (Kreis);Kauf;1052300;Haus;120
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;5250000;Haus;1227,2
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;1498000;Haus;270
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;1270000;Haus;260
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;1290000;Haus;262
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;1299000;Haus;740
20181230_120802;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Fürstenfeldbruck;Fürstenfeldbruck (Kreis);Kauf;860000;Haus;120
20181230_120802;Mammendorf, Fürstenfeldbruck (Kreis);Mammendorf;Fürstenfeldbruck (Kreis);Kauf;1600000;Haus;323
20181230_120802;Schöngeising, Fürstenfeldbruck (Kreis);Schöngeising;Fürstenfeldbruck (Kreis);Kauf;695000;Haus;114
20181230_120802;Althegnenberg, Fürstenfeldbruck (Kreis);Althegnenberg;Fürstenfeldbruck (Kreis);Kauf;1050000;Haus;250
20181230_120802;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Fürstenfeldbruck;Fürstenfeldbruck (Kreis);Kauf;995000;Haus;120
20181230_120802;Puchheim, Fürstenfeldbruck (Kreis);Puchheim;Fürstenfeldbruck (Kreis);Kauf;850000;Haus;110
20181230_120802;Althegnenberg, Fürstenfeldbruck (Kreis);Althegnenberg;Fürstenfeldbruck (Kreis);Kauf;596980;Haus;271
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;2150000;Haus;359,33
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;690000;Haus;149
20181230_120802;Maisach, Fürstenfeldbruck (Kreis);Maisach;Fürstenfeldbruck (Kreis);Kauf;598000;Haus;120
20181230_120802;Kerschensteinerstr. 92, Germering, Fürstenfeldbruck (Kreis);Kerschensteinerstr. 92;Fürstenfeldbruck (Kreis);Kauf;700000;Haus;136
20181230_120802;Mittelstetten, Fürstenfeldbruck (Kreis);Mittelstetten;Fürstenfeldbruck (Kreis);Kauf;695000;Haus;170
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;749000;Haus;141,07
20181230_120802;Althegnenberg, Fürstenfeldbruck (Kreis);Althegnenberg;Fürstenfeldbruck (Kreis);Kauf;689000;Haus;119
20181230_120802;Grafrath, Fürstenfeldbruck (Kreis);Grafrath;Fürstenfeldbruck (Kreis);Kauf;990000;Haus;170
20181230_120802;Grafrath, Fürstenfeldbruck (Kreis);Grafrath;Fürstenfeldbruck (Kreis);Kauf;890000;Haus;130
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;955000;Haus;139,1
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;1200000;Haus;139
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;4220000;Haus;556
20181230_120802;Kiefernstr. 8 b, Germering, Fürstenfeldbruck (Kreis);Kiefernstr. 8 b;Fürstenfeldbruck (Kreis);Kauf;1250000;Haus;260
20181230_120802;Adelshofen, Fürstenfeldbruck (Kreis);Adelshofen;Fürstenfeldbruck (Kreis);Kauf;589000;Haus;202
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;798000;Haus;179,25
20181230_120802;Schöngeising, Fürstenfeldbruck (Kreis);Schöngeising;Fürstenfeldbruck (Kreis);Kauf;749000;Haus;155,21
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;1300000;Haus;380
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;698000;Haus;130
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;670000;Haus;100
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;699000;Haus;120
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;890000;Haus;174,66
20181230_120802;Eichenau, Fürstenfeldbruck (Kreis);Eichenau;Fürstenfeldbruck (Kreis);Kauf;839000;Haus;130
20181230_120802;Maisacher Straße 64a, Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Maisacher Straße 64a;Fürstenfeldbruck (Kreis);Kauf;285000;Haus;43,00
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;838000;Haus;113
20181230_120802;Puchheim, Fürstenfeldbruck (Kreis);Puchheim;Fürstenfeldbruck (Kreis);Kauf;743000;Haus;120,92
20181230_120802;Puchheim, Fürstenfeldbruck (Kreis);Puchheim;Fürstenfeldbruck (Kreis);Kauf;1093000;Haus;175,52
20181230_120802;Maisach, Fürstenfeldbruck (Kreis);Maisach;Fürstenfeldbruck (Kreis);Kauf;648000;Haus;120
20181230_120802;Dr. Rank Str. 6, Emmering, Fürstenfeldbruck (Kreis);Dr. Rank Str. 6;Fürstenfeldbruck (Kreis);Kauf;2700000;Haus;400
20181230_120802;Olching, Fürstenfeldbruck (Kreis);Olching;Fürstenfeldbruck (Kreis);Kauf;689000;Haus;120
20181230_120802;Maisach, Fürstenfeldbruck (Kreis);Maisach;Fürstenfeldbruck (Kreis);Kauf;689000;Haus;120
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;490000;Haus;121
20181230_120802;Gröbenzell, Fürstenfeldbruck (Kreis);Gröbenzell;Fürstenfeldbruck (Kreis);Kauf;1450000;Haus;185
20181230_120802;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Fürstenfeldbruck;Fürstenfeldbruck (Kreis);Kauf;544444;Haus;120
20181230_120802;Maisach, Fürstenfeldbruck (Kreis);Maisach;Fürstenfeldbruck (Kreis);Kauf;555000;Haus;120
20181230_120802;Adelshofen, Fürstenfeldbruck (Kreis);Adelshofen;Fürstenfeldbruck (Kreis);Kauf;698000;Haus;248
20181230_120802;Mittelstetten, Fürstenfeldbruck (Kreis);Mittelstetten;Fürstenfeldbruck (Kreis);Kauf;424200;Haus;352
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;2980000;Haus;256,79
20181230_120802;Germering, Fürstenfeldbruck (Kreis);Germering;Fürstenfeldbruck (Kreis);Kauf;869000;Haus;130
20181230_120802;Puchheim, Fürstenfeldbruck (Kreis);Puchheim;Fürstenfeldbruck (Kreis);Kauf;1547000;Haus;270
20181230_120802;Aubing, München;Aubing;München;Kauf;875000;Haus;134
20181230_120802;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;5200000;Haus;475
20181230_120802;Feldafing, Starnberg (Kreis);Feldafing;Starnberg (Kreis);Kauf;6900000;Haus;750
20181230_120802;Haar, München (Kreis);Haar;München (Kreis);Kauf;1125000;Haus;212,52
20181230_120802;Weßling, Starnberg (Kreis);Weßling;Starnberg (Kreis);Kauf;1195000;Haus;185
20181230_120802;Eurasburg, Aichach-Friedberg (Kreis);Eurasburg;Aichach-Friedberg (Kreis);Kauf;670000;Haus;210
20181230_120802;Ottobrunn, München (Kreis);Ottobrunn;München (Kreis);Kauf;1080000;Haus;138,28
20181230_120802;Trudering, München;Trudering;München;Kauf;1690000;Haus;203
20181230_120802;Hohenbrunn, München (Kreis);Hohenbrunn;München (Kreis);Kauf;1100000;Haus;154
20181230_120802;Grünwald, München (Kreis);Grünwald;München (Kreis);Kauf;3550000;Haus;229
20181230_120802;Starnberg, Starnberg (Kreis);Starnberg;Starnberg (Kreis);Kauf;6800000;Haus;385
20181230_120802;Zweigstraße 7, Karlsfeld, Dachau (Kreis);Zweigstraße 7;Dachau (Kreis);Kauf;989000;Haus;150,00
20181230_120802;Karlsfeld, Dachau (Kreis);Karlsfeld;Dachau (Kreis);Kauf;795000;Haus;135
20181230_120802;Altomünster, Dachau (Kreis);Altomünster;Dachau (Kreis);Kauf;636700;Haus;323
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;769000;Haus;165
20181230_120802;Erdweg, Dachau (Kreis);Erdweg;Dachau (Kreis);Kauf;440000;Haus;105,05
20181230_120802;Karlsfeld, Dachau (Kreis);Karlsfeld;Dachau (Kreis);Kauf;954500;Haus;133
20181230_120802;Altomünster, Dachau (Kreis);Altomünster;Dachau (Kreis);Kauf;694000;Haus;120
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;2580000;Haus;200
20181230_120802;Karlsfeld, Dachau (Kreis);Karlsfeld;Dachau (Kreis);Kauf;954500;Haus;131
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;749000;Haus;145
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;849000;Haus;163
20181230_120802;Weichs, Dachau (Kreis);Weichs;Dachau (Kreis);Kauf;565000;Haus;155
20181230_120802;Haimhausen, Dachau (Kreis);Haimhausen;Dachau (Kreis);Kauf;950000;Haus;132
20181230_120802;Röhrmoos, Dachau (Kreis);Röhrmoos;Dachau (Kreis);Kauf;898000;Haus;587
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;718400;Haus;320
20181230_120802;Karlsfeld, Dachau (Kreis);Karlsfeld;Dachau (Kreis);Kauf;649000;Haus;120
20181230_120802;Hermann-Böcker-Straße 8, Dachau, Dachau (Kreis);Hermann-Böcker-Straße 8;Dachau (Kreis);Kauf;1050000;Haus;175
20181230_120802;Altomünster, Dachau (Kreis);Altomünster;Dachau (Kreis);Kauf;628800;Haus;318
20181230_120802;Vierkirchen, Dachau (Kreis);Vierkirchen;Dachau (Kreis);Kauf;625000;Haus;140
20181230_120802;Röhrmoos, Dachau (Kreis);Röhrmoos;Dachau (Kreis);Kauf;542660;Haus;293
20181230_120802;Vierkirchen, Dachau (Kreis);Vierkirchen;Dachau (Kreis);Kauf;1020000;Haus;683
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;650000;Haus;90
20181230_120802;Haimhausen, Dachau (Kreis);Haimhausen;Dachau (Kreis);Kauf;770000;Haus;191
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;694000;Haus;120
20181230_120802;Weichs, Dachau (Kreis);Weichs;Dachau (Kreis);Kauf;498000;Haus;120
20181230_120802;Am Wirtsberg 7, Vierkirchen, Dachau (Kreis);Am Wirtsberg 7;Dachau (Kreis);Kauf;849000;Haus;175
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;950000;Haus;225
20181230_120802;Röhrmoos, Dachau (Kreis);Röhrmoos;Dachau (Kreis);Kauf;949000;Haus;587
20181230_120802;Moosweg XXXX, Haimhausen, Dachau (Kreis);Moosweg XXXX;Dachau (Kreis);Kauf;280000;Haus;73
20181230_120802;Hilgertshausen-Tandern, Dachau (Kreis);Hilgertshausen-Tandern;Dachau (Kreis);Kauf;395000;Haus;102,63
20181230_120802;Karlsfeld, Dachau (Kreis);Karlsfeld;Dachau (Kreis);Kauf;979000;Haus;189
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;798400;Haus;182
20181230_120802;Bergkirchen, Dachau (Kreis);Bergkirchen;Dachau (Kreis);Kauf;949000;Haus;173
20181230_120802;Hebertshausen, Dachau (Kreis);Hebertshausen;Dachau (Kreis);Kauf;1350000;Haus;226
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;1250000;Haus;170
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;925000;Haus;153,35
20181230_120802;Am Wirtsberg 8, Markt Indersdorf, Dachau (Kreis);Am Wirtsberg 8;Dachau (Kreis);Kauf;606000;Haus;151,85
20181230_120802;Am Wirtsberg 9, Markt Indersdorf, Dachau (Kreis);Am Wirtsberg 9;Dachau (Kreis);Kauf;596000;Haus;141,8
20181230_120802;Dachau, Dachau (Kreis);Dachau;Dachau (Kreis);Kauf;860000;Haus;120
20181230_120802;Odelzhausen, Dachau (Kreis);Odelzhausen;Dachau (Kreis);Kauf;720000;Haus;156
